company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,founder2,founder3,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
MotorWhiz,Automotive,Big Data,Noida,Uttar Pradesh,MotorWhiz: Location based one stop mobile app facilitating end to end car servicing with trusted service centres onboard,201301,$1M to $10M,2015,www.motorwhiz.in,2,Shiv Soni,Shubhankar Rahul,,Nov-50,2,M&A,"Jan 5, 2017","$ 10,000.00",Angel,"$ 35,000.00",,,,,,—
Parallels and Meridians,Hospitality,Tour Operator,New Delhi,Delhi,Luxury Experiential Travel Curators of Unique and Bespoke Tailor-Made Experiences,110037,—,"Jul 7, 2015",parallels-meridians.com,1,Pankaj Thakur,,,Nov-50,1,Seed,"Jul 10, 2015","$ 6,00,000.00",Angel,"$ 6,00,000.00",,,,,,—
MagicRainbow,Cloud Computing,Computer,Mumbai,Maharashtra,"MagicRainbow Manufactures Solar , Signage, Visual display products. The Company produces Monitors, video projectors, digital photo frames,",410210,—,"Jun 26, 2014",magicrainbow.ueniweb.com/,1,Alvin Foo,,,01-Oct,1,Seed,"Jan 1, 2018","$ 1,000.00",Pre-Seed,"$ 1,000.00",,,,,,—
JustKapture,Advertising,Delivery,Hyderabad,Andhra Pradesh,JustKapture makes it convenient to print and deliver photo graphs for free by printing an advertisement behind photos.,500084,—,"Mar 1, 2015",www.justkapture.com,2,Manish Agarwal,Rahul Agrawal,,01-Oct,1,Seed,"Sep 10, 2015","$ 45,211.00",Seed,"$ 45,211.00",Kshitij Jain,,,,,1
Dayal Educational Center,Cloud Computing,Education,Lucknow,Uttar Pradesh,A professional Educational and training institute for tech based education and training.,226021,—,"Nov 25, 2014",dayaleducationalcenter.in/,—,1,,https://www.crunchbase.com/person/devesh-raj,,,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/dayal-educational-center,1,Seed,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/dayal-educational-center,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/dayal-educational-center,"₹ 2,50,000.00",—,,,,
Pulse,Apps,Information Services,Delhi,Delhi,Pulse - is your go-to app for everything college or around you,—,$10M to $50M,2015,www.mypulse.tv/,2,Karthik Vaidyanath,Prakhar Khanduja,,Nov-50,1,Seed,"Nov 30, 2016","$ 5,00,000.00",Seed,"$ 5,00,000.00",SAIF Partners,,,,,1
AIRMESH SURF,Internet,Internet of Things,New Delhi,Delhi,Building Gigabit Capable Mobile Internet Networks,—,—,Feb-15,www.airmesh.surf,1,Vikram Gupta,,,Nov-50,3,Seed,"Jan 4, 2019",—,Seed,"$ 16,00,000.00",AIRMESH,Spondulix,,,,2
DataGlen,Analytics,Big Data,Bangalore,Karnataka,"DataGlen is an IoT & AI-based asset management solutions that build, integrate, and deploy energy applications.",560092,—,2015,dataglen.com/,3,Deva P. Seetharam,Sunil Ghai,Tanuja Ganu,01-Oct,1,—,"Aug 11, 2015","$ 25,000.00",Venture - Series Unknown,"$ 25,000.00",,,,,,—
Skoov,E-Commerce,Internet,Mumbai,Maharashtra,"Skoov.com is an e-commerce product search engine,",400070,Less than $1M,2015,skoov.com/,3,Amit Sathe,Gaurav Bhardwaj,Samarjeet Reen,01-Oct,1,Seed,"Nov 9, 2015","$ 1,50,000.00",Seed,"$ 1,50,000.00",,,,,,—
Kritrim Entertainment,Animation,Augmented Reality,Chandigarh,Chandigarh,3D Modeling & Animation | Game-Ready Assets | Augmented Reality | Virtual Reality | Product Visualization,—,—,"Feb 26, 2015",kritrim.com/,2,Amit Gautam,Annu Gautam,,Nov-50,3,Seed,"Aug 28, 2023",—,Seed,—,,,,,,0
Convas Verity Services Private Limited,Advertising,Business Development,New Delhi,Delhi,"A Private Company located in New Delhi, India. Parent Company of FIRST FATE SOCIAL NETWORK.",110001,—,May-14,www.convasverity.com,1,Aman Gupta,,,Nov-50,1,Seed,"May 15, 2015","₹ 95,00,000.00",Seed,"₹ 95,00,000.00",,,,,,—
mChamp Entertainments,Media and Entertainment,Mobile Apps,New Delhi,Delhi,It conducts celebrity-related and entertainment contests on its app,—,—,"Aug 14, 2015",mchamp.in/,1,Paresh Shah,,,Nov-50,1,Seed,"May 26, 2016","$ 7,54,000.00",Seed,"$ 7,54,000.00",MoMAGIC Technologies,,,,,1
Book My Bai,Child Care,E-Commerce,Mumbai,Maharashtra,The new way to hire a trusted maid.,400064,—,May-15,www.bookmybai.com/,3,Anupam Sinhal,Vickash Chowdhury,Vikash Chowdhury,Nov-50,2,Seed,"Jan 31, 2019",—,Seed,—,Villgro,50K Ventures,Xseed Partners,ARUN Seed,,4
InstaShop,E-Commerce,Local,Noida,Uttar Pradesh,InstaShop offers a mobile marketplace that enables local buyers and sellers to connect and facilitate transactions.,—,$1M to $10M,2015,www.instashop.io/,3,Gaurav Singhal,Mayank Garg,Rachit Agarwal,01-Oct,1,Seed,"Jan 1, 2015","$ 1,50,000.00",Seed,"$ 1,50,000.00",,,,,,—
19thMile,Information Technology,Sales,Gurgaon,Haryana,19th Mile is a software company that focuses on sales management and sales coaching to generate and increase sales within the organization.,—,Less than $1M,"Jan 1, 2015",19thmile.com,1,Vijay Gogoi,,,01-Oct,2,Seed,"Jul 12, 2018","$ 1,80,000.00",Seed,"$ 1,80,000.00",Maneesh Sharma,,,,,1
SayFix,Consumer,Local Shopping,Bangalore,Karnataka,"SayFix is a highly professional and exclusively tailored one-stop-shop for all your household/business space cleaning,",560102,$1M to $10M,2015,sayfix.com/,2,Atul Jain,Nabin Roy,,Nov-50,1,Seed,"Feb 24, 2016","$ 1,60,000.00",Angel,"$ 1,60,000.00",,,,,,—
Prokure,Apps,E-Commerce,Gurgaon,Haryana,Prokure is an online wholesale marketplace where retailers can discover and purchase goods directly from the manufacturers.,122002,$1M to $10M,2015,prokure.it/,2,Dhilbar Roshan,Shubham Agrawal,,Nov-50,1,Seed,"Sep 1, 2015","$ 50,000.00",Seed,"$ 50,000.00",TLabs,,,,,1
MatraMatri.com,Computer,E-Commerce,New Delhi,Delhi,Price comparison portal that helps in searching a range product and buy at smart prices.,110092,—,"Jul 15, 2015",www.matramatri.com,1,Matra Matri,,,Nov-50,1,—,"Sep 7, 2016","$ 10,00,000.00",Venture - Series Unknown,"$ 10,00,000.00",,,,,,—
Contentmart.com,Content,E-Commerce,Gurgaon,Haryana,Connecting writers with clients in need of top-notch quality content!,122003,$1M to $10M,"May 22, 2015",contentmart.com,2,Anton Rublevskyy,Rahul Setia,,01-Oct,1,Private Equity,"May 22, 2015",—,Private Equity,—,,,,,,—
LetsShave.com,Internet,Retail,Chandigarh,Chandigarh,LetsShave is a designer and manufacturer of razor blades.,—,—,2015,www.letsshave.com/,1,Sidharth Oberoi,,,Nov-50,2,—,"May 30, 2023",—,Venture - Series Unknown,—,Wipro Consumer Care Ventures,,,,,1
Hypernova Interactive,Gaming,Online Games,Bangalore,Karnataka,Hypernova Interactive develops fun and innovative multiplayer games for mobile.,560102,—,2015,www.hypernovainteractive.com,2,Huzaifa Arab,Mayur Bhimjiyani,,01-Oct,2,—,"Nov 24, 2022",—,Venture - Series Unknown,—,Dholakia Ventures,Kae Capital,,,,2
ClickGarage,Consumer,Professional Services,New Delhi,Delhi,ClickGarage is an on-demand service catering to all car and bike related needs.,—,—,2015,www.clickgarage.in/,3,Bhuvan Batra,Sanskar Jain,Shashwat Yadav,Nov-50,1,M&A,"Mar 2, 2016","$ 2,50,000.00",Seed,"$ 2,50,000.00",,,,,,—
360Hoardings,Advertising,E-Commerce,Noida,Uttar Pradesh,Do you end up spending way too much on media buying than you should have? Do you even know what should be pricing of media?,201301,—,"Aug 5, 2015",www.360hoardings.com,2,Anubhav Pandit,Subodh Srivastava,,Nov-50,1,Seed,"Aug 10, 2015","$ 1,00,000.00",Pre-Seed,"$ 1,00,000.00",,,,,,—
Xume,Artificial Intelligence (AI),Software,Mumbai,Maharashtra,Xume operates as an AI-powered platform for personalized grocery scoring.,400 021,—,2015,xume.co/,—,,,,Nov-50,1,Seed,"Aug 2, 2023",—,Seed,—,Aakash Chaudhry,,,,,1
galleri5,Affiliate Marketing,Brand Marketing,Bengaluru,Karnataka,"Platform to build the most compelling creator stack for this generation, and fostering the growth of a sustainable creator economy.",560034,—,"May 1, 2015",www.galleri5.com,2,Movin Jain,Rahul Regulapati,,Nov-50,2,Seed,"Sep 23, 2016",—,Angel,—,TaxiForSure,Raghunandan G,Click Labs,Samar Singla,Phanindra Sama,5
AutoO2,Automotive,Autonomous Vehicles,Gurgaon,Haryana,Self-serve vehicle servicing and repair booking platform,122009,$1M to $10M,2015,www.autoo2.com,1,Aakash Aggarwal,,,01-Oct,1,Seed,"Apr 1, 2016","$ 1,00,000.00",Seed,"$ 1,00,000.00",,,,,,—
ZocoNut,Health Care,,Noida,Uttar Pradesh,ZocoNut is the nutrition coaching software that manages the nutrition business.,201301,$1M to $10M,"Jul 29, 2015",www.zoconut.com/,3,Balkeerat Singh,Manya Madan,Paras Garg,Nov-50,2,Seed,"Nov 24, 2020",—,Seed,—,Gemba Capital,peercheque,,,,2
Carnot,Agriculture,AgTech,Mumbai,Maharashtra,Carnot Technologies is an AI and IoT-enabled agricultural technology platform that helps increase farmers income.,400059,—,2015,www.carnot.co.in/,—,,,,101-250,1,M&A,"Aug 25, 2022",—,Seed,—,,,,,,—
Abroad Shiksha.com,Education,Internet,Gurgaon,Haryana,Abroad Shiksha.com is an education portal that helps students in securing admission to higher education institutions abroad.,122011,$1M to $10M,"Oct 22, 2014",abroadshiksha.com,4,Avinash Mittal,Jyoti Kanav Sachdeva,Jyoti Sharma,Nov-50,4,Early Stage Venture,"Nov 12, 2016","$ 50,000.00",Series A,"$ 2,80,000.00",HBW group,Avinash Mittal,,,,2
Tripeasel Technologies,Guides,Leisure,Bengaluru,Karnataka,Tripeasel is a platform that connects prospective travelers with expert travel bloggers and destination travel agents.,—,$1M to $10M,2015,www.tripeasel.com,4,Dilip Lilaramani,Shyam Athreye,Sreekanth Dayanidhi,Nov-50,1,Seed,"Jun 15, 2015","$ 1,00,000.00",Seed,"$ 1,00,000.00",,,,,,—
Weddingz,Event Management,Events,Mumbai,Maharashtra,Weddingz.in - India's largest Wedding Company.,—,$10M to $50M,2015,weddingz.in/,2,Sandeep Lodha,Sourabh Ladha,,101-250,1,M&A,"Feb 8, 2016",—,Series A,—,,,,,,—
Propertytrees,Artificial Intelligence (AI),Blockchain,New Delhi,Delhi,Real Estate portal based on Machine Learning and Blockchain,—,$1M to $10M,Jun-15,propertytrees.com,—,,,,Nov-50,1,Seed,"Jan 1, 2017","$ 80,000.00",Seed,"$ 80,000.00",,,,,,—
hotify,Apps,Big Data,Bengaluru,Karnataka,Personal Assistant for News / Content.,—,—,"Jan 14, 2015",www.hotify.com,1,Jian Li,,,Nov-50,1,Seed,"Dec 28, 2015","$ 1,50,000.00",Seed,"$ 1,50,000.00",Mahavir Sharma,,,,,1
YoloHealth,Health Care,Medical,Pune,Maharashtra,YoloHealth provides health care services.,411028,—,2015,yolohealth.in/,2,Arpit Mishra,Shreyans Gandhi,,Nov-50,1,Seed,"Jan 21, 2017",—,Seed,—,Chandigarh Angels Network,,,,,1
Foodport,Delivery,Delivery Service,Gurgaon,Haryana,Foodport is a gourmet food delivery company that offers vegetarian and non-vegetarian exotic dishes.,—,$1M to $10M,"Jan 12, 2015",www.foodport.co.in/,2,Aman Gupta,Prateek Soni,,01-Oct,1,Seed,"Aug 1, 2015","$ 1,00,000.00",Seed,"$ 1,00,000.00",GHV Accelerator,,,,,1
Syntizen,Electronics,FinTech,Hyderabad,Andhra Pradesh,"Syntizen aims at providing an Instant, Paperless, Electronic and Authentic Customer On-boarding Solution for any Industry.",500085,—,"Mar 9, 2014",syntizen.com,3,Dinesh Desu,Siddharth Kukatlapalli,Vamsi Kotte,101-250,2,M&A,"Sep 17, 2019",—,Seed,—,Mastercard,Access Computech,,,,2
TaxiOnMobile,Leisure,Location Based Services,Hyderabad,Andhra Pradesh,"TaxiOnMobile is an inter-city taxi aggregation company that helps car owners, drivers, and vendors generate more business.",—,$1M to $10M,"Nov 27, 2014",www.taxionmobile.com/,1,Yeshwanth Vepachadu,,,01-Oct,1,Seed,"Mar 21, 2015","$ 50,000.00",Seed,"$ 50,000.00",,,,,,—
Favcy,Information Technology,,Gurgaon,Haryana,Favcy is a Venture Building Platform,122002,Less than $1M,Apr-15,favcy.com,3,Harshit Joshi,Nischaiy Pradhan,Pranav Chaturvedi,Nov-50,2,—,"Sep 1, 2015",—,Venture - Series Unknown,—,Windrose Capital,Singapore Angel Network,,,,2
Medioctor,Big Data,Health Care,Bhubaneswar,Orissa,Medioctor is a Platform that allows each of the participants to seamlessly interact with one other in real-time promoting a healthy living.,751013,$1M to $10M,"Feb 20, 2014",medioctor.com,4,Pratap Behera,Subbu Iyer,Subbu Iyer,Nov-50,1,Seed,"Feb 20, 2015","$ 1,20,000.00",Angel,"$ 1,20,000.00",,,,,,—
PaisaWapas,Coupons,E-Commerce,Bangalore,Karnataka,"Paisawapas, India's #1 Coupon & deal Website with EXTRA cashback",560102,$1M to $10M,2015,www.paisawapas.com/,1,Shankar Kotuli,,,Nov-50,1,Seed,"Jan 12, 2017",—,Angel,—,Vividhity Ventures,,,,,1
Foodebaba,Delivery,Delivery Service,New Delhi,Delhi,"Foodebaba is a food delivery website that brings a wide variety of bakery items, sweets, and namkeens.",110001,—,Nov-14,www.foodebaba.com/,2,Deval Thakur,Krishnan Sunderarajan,,01-Oct,1,Seed,"Oct 24, 2016","$ 30,000.00",Angel,"$ 30,000.00",Mohit Goel,Vivek Bhargava,,,,2
Epaathsala,Information Technology,Software,Bangalore,Karnataka,Epaathsala is a cloud based ERP software for accreditation and ICT solutions.,560045,$1M to $10M,Jun-14,epaathsala.com/,2,Prabol Bhandari,Suman Nandy,,01-Oct,3,Seed,"Jan 1, 2019",—,Seed,"$ 50,000.00",Hyderabad Angels,TLabs,iLabs Capital,,,3
FabBox,Food and Beverage,Food Delivery,Andheri,Maharashtra,Fab box is a healthy snack subscription box company.,400093,—,"May 1, 2015",fabbox.in,3,Ameya Ambulkar,Devang Shah,Parag Singhvi,01-Oct,1,Seed,"May 13, 2020",—,Seed,—,Inflection Point Ventures,Malpani Ventures,,,,2
Woo,Apps,Dating,Gurgaon,Haryana,Woo is a leading dating app which connects you to interesting Desi people everyday based on your interests and lifestyle,—,$1M to $10M,"Aug 7, 2014",www.getwooapp.com/,2,Ankit Nautiyal,Sumesh Menon,,01-Oct,1,Early Stage Venture,"Aug 10, 2015",—,Series A,—,Omidyar Network,Matrix Partners India,U2opia Mobile,,,3
Spoonfed,Hospitality,Logistics,Bangalore,Karnataka,Spoonfed is a premium delivery service that delivers only from the best restaurants in the city.,—,$1M to $10M,2015,www.spoonfed.in,2,Manoj Adithya,Sudhir Narisetty,,Nov-50,1,Seed,"Apr 1, 2015","$ 2,50,000.00",Seed,"$ 2,50,000.00",,,,,,—
33Coupons,E-Commerce,Internet,Kanpur,Uttar Pradesh,A place to find top discount offers among all online stores & categories.,208017,$1M to $10M,"May 1, 2015",33coupons.in,1,Sanjeev Kumar,,,01-Oct,1,Seed,"Jul 6, 2015","$ 20,000.00",Angel,"$ 20,000.00",,,,,,—
Clodura,Artificial Intelligence (AI),B2B,Pune,Maharashtra,Clodura is an Automated LeadGen platform which uses machine learning to find high value prospects which are more likely to close.,411045,$1M to $10M,"Jan 28, 2015",www.clodura.com,1,Kapil Khangaonkar,,,Nov-50,1,Seed,"Feb 2, 2017",—,Angel,—,,,,,,—
Kabadiexpress,Paper Manufacturing,Recycling,Delhi,Delhi,A startup which collects scrap from homes and offices and sells it to recycling plants,—,$10M to $50M,2015,www.kabadiexpress.com,2,Kapil Bajaj,Sandeep Sethi,,51-100,1,Seed,"Jun 24, 2016","$ 1,47,000.00",Seed,"$ 1,47,000.00",,,,,,—
Shopwati,E-Commerce,Fashion,Gurgaon,Haryana,Shopwati is India's only Query based Marketplace for Fashion,122015,$1M to $10M,2015,www.shopwati.com,2,Ankit Bajaj,Mehak Suri,,Nov-50,1,Seed,"Jun 8, 2016","$ 75,000.00",Seed,"$ 75,000.00",Sanjiv Rai,,,,,1
Paymart India,FinTech,Payments,Chandigarh,Chandigarh,Paymart India is a fintech company that undertakes digital literacy programs in association with various banks.,160002,—,2015,mypaymart.com/,1,Amit Narang,,,Nov-50,2,Seed,"Jan 9, 2020",—,Seed,—,IIMA Ventures,Chandigarh Angels Network,,,,2
VivoCarat,E-Commerce,Fashion,Mumbai,Maharashtra,VivoCarat is a Online jewellery marketplace,—,—,2015,www.vivocarat.com/,2,Abhijith Shetty,Ritesh Oza,,Nov-50,1,Seed,"Dec 19, 2016","$ 50,000.00",Seed,"$ 50,000.00",,,,,,—
Plabro Networks,Computer,Real Estate,Gurgaon,Haryana,Plabro is a platform app that helps real estate brokers.,122003,$1M to $10M,2015,plabro.com/,2,Aaditya Jain,Pankaj Garg,,Nov-50,1,Seed,"Sep 17, 2015","$ 3,50,000.00",Seed,"$ 3,50,000.00",Binny Bansal,Sachin Bansal,,,,2
ELEVEN GATES,Advertising,Film Production,Ahmedabad,Gujarat,ELEVEN GATES is a creative video agency that provides video content needs.,—,—,"Mar 2, 2014",www.elevengates.in,1,Hiralkumar Sadariya,,,01-Oct,1,Seed,"Oct 28, 2015","$ 14,000.00",Pre-Seed,"$ 14,000.00",,,,,,—
National Infotech,Information Technology,Internet,Thane,Maharashtra,Website and Mobile Software Development Company,421302,—,"Nov 30, 2014",www.nationalinfotech.in/,1,Amit Singh,,,Nov-50,1,Seed,"Mar 10, 2016","$ 20,000.00",Pre-Seed,"$ 20,000.00",,,,,,—
Easy Roads Technologies,Apps,Information Technology,Mumbai,Maharashtra,Mumbai based tech–travel startup,400 069,—,2015,easyroads.in/,1,Sachin Parikh,,,01-Oct,1,Seed,"May 5, 2016","$ 2,00,000.00",Angel,"$ 2,00,000.00",,,,,,—
Four Eyes Club,E-Commerce,Eyewear,Mumbai,Maharashtra,Revolutionary Optical and Sunglass Online Store,400 059,$1M to $10M,"Jan 31, 2014",www.foureyesclub.com,1,Amit Rao,,,01-Oct,2,Seed,"Sep 1, 2016",—,Seed,"$ 80,000.00",Livingbridge,,,,,1
Saru International,Manufacturing,,Gurgaon,Haryana,"Saru International is a toy manufacturing company that involves in tanning and dressing of leather, manufacture of bags handbags.",122016,—,2015,www.saruintl.com/,1,Sandeep Mago,,,01-Oct,1,Seed,"Nov 19, 2015","A$ 50,000.00",Seed,"A$ 50,000.00",Blackbird Ventures,,,,,1
Olly Smart Credit Card,Credit Cards,Finance,New Delhi,Delhi,Olly is a digital credit card for India's working masses and young people.,—,$1M to $10M,2015,www.ollycredit.in/,3,Anand Kumar,Ashwin Bhambri,Ringaile Noq,01-Oct,5,Seed,"Dec 12, 2018",—,Seed,—,SOSV,Orbit Startups,Incubate Fund,Lead Angels Network,MOX (now Orbit Startups),12
Bharati Robotic Systems,Industrial Automation,Manufacturing,Pune,Maharashtra,"Bharati Robotic Systems is developing Robotic Solutions for Service, Defense, Industrial, Agricultural and many other sectors.",411047,—,"Feb 4, 2015",brsindia.com/,1,Debashis Das,,,Nov-50,1,Seed,"Nov 10, 2018","$ 1,00,000.00",Seed,"$ 1,00,000.00",Brinc,,,,,1
Wydr,E-Commerce,Internet,Gurgaon,Haryana,Wydr is a mobile based marketplace platform Wholesale eCommerce App.,122002,$1M to $10M,2015,www.wydr.in/,2,Devesh Rai G,Hitha Uchil,,101-250,3,—,"Feb 12, 2018",—,Venture - Series Unknown,—,Bessemer Venture Partners,Jungle Ventures,AXIS,Stellaris Venture Partners,Sandeep Aggarwal,6
DietKare,CRM,Dietary Supplements,Hyderabad,Andhra Pradesh,"DietKare digitizes hospital patient's diets, digitizing data and increasing efficiency by 50%.",500082,—,2015,dietkare.com,1,Suman Chennamaneni,,,01-Oct,1,Seed,"Aug 1, 2014","$ 30,000.00",Pre-Seed,"$ 30,000.00",HealthStart,,,,,1
Pikkol,Consumer,Freight Service,Bangalore,Karnataka,Pikkol is a technology centric logistics firm that intend to revolutionise how certain segments in logistics currently operate.,560001,—,"Mar 1, 2015",www.pikkol.com,4,Deepu Chandran,Jayaram Visweswaran,Siby Mathew,Nov-50,2,M&A,"Apr 15, 2022",—,Angel,—,ANME,Raj Rathi,Revathy Ashok,,,3
Navars Edutech,E-Learning,EdTech,Hyderabad,Andhra Pradesh,Navars Edutech is an astronomy and space edtech company that caters to school students.,500062,—,2015,www.navarsedutech.com/,3,Dinesh Prasad,Shanthala Gopal,Sravan Varma Datla,01-Oct,3,Seed,"Sep 11, 2023",—,Seed,—,Faad Network,O2 Angels Network,JITO Incubation and Innovation Foundation (JIIF),,,3
Liv.ai,Artificial Intelligence (AI),Machine Learning,Bengaluru,Karnataka,Liv.ai's mission is to give voice to a billion Indians.,—,—,2015,liv.ai,3,Kishore Mundra,Sanjeev Kumar,Subodh Kumar,Nov-50,1,M&A,"May 1, 2017",—,Seed,—,Astarc Ventures,,,,,1
