company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Opal Clocks,Consumer Goods,Manufacturing,Pune,Maharashtra,Opal Clocks is a wall clock designer and manufacturer company.,—,—,"Jan 1, 1999",www.opalclocks.com/,1,Subhash Gujar,Nov-50,1,Seed,"Mar 1, 2013","₹20,000,000",Seed,"₹20,000,000",SIDBI Venture Capital,,,,,1
Neurosynaptic,Hospital,,Bangalore,Karnataka,Neurosynaptic Communications develops ICT based products and technologies which can create a positive impact on the global rural population.,—,Less than $1M,2002,neurosynaptic.com,1,Sameer Sawarkar,101-250,1,Early Stage Venture,"Oct 5, 2016",—,Series A,—,Indian Angel Network,Axilor Ventures,HealthQuad,,,3
Sara Plast,CleanTech,Environmental Consulting,Pune,Maharashtra,"Sara Plast designs, manufactures, and supplies customized sanitation solutions for urban and rural India.",411045,—,1999,www.3sindia.com/,1,Rajeev Kher,251-500,1,—,"Aug 18, 2009",—,Venture - Series Unknown,—,Aavishkaar Venture Capital,,,,,1
Salus Technologies,Internet,Outsourcing,Pune,Maharashtra,Online Gaming Software Developer,411038,—,2000,www.salustechnologies.com,1,Rajendra (Raj) Hemchandra Chandrachud,Nov-50,1,Seed,"Feb 8, 2020",—,Seed,—,,,,,,—
UniverCell,Mobile,Mobile Devices,Chennai,Tamil Nadu,UniverCell is a mobile retail store in India that allows people create smart shopping decisions.,—,—,"Nov 13, 1997",www.univercell.in,1,Sathish Babu,1001-5000,1,M&A,"Oct 3, 2008","$22,300,000",Private Equity,"$22,300,000",Peepul Capital LLC,,,,,1
Central Parking Services,Automotive,Autonomous Vehicles,Bangalore,Karnataka,Central Parking Services is parking management company,560 008,—,2003,www.cpsindia.in/,2,N. Sathyanarayanan,1001-5000,1,—,"Oct 5, 2010","$5,000,000",Venture - Series Unknown,"$5,000,000",VenturEast,,,,,1
CEON Solutions,Consulting,Education,Nasrapur,Maharashtra,CEON Solutions provides education process management solutions and consultancy to educational institutes.,—,$1M to $10M,2004,ceon.in,1,Abhay Panjiyar,Nov-50,1,—,"Mar 20, 2007","$688,000",Venture - Series Unknown,"$688,000",GVFL,,,,,1
Lumiere Organic Farm,E-Commerce,Food Processing,Bangalore,Karnataka,Lumiere is a seed-to-table organic product firm that provides healthy and safe food for all.,560066,$10M to $50M,2002,lumiere.co.in,2,Ambrose Kooliath,Nov-50,1,Early Stage Venture,"Jan 9, 2016",—,Series A,—,,,,,,—
Origami,Commercial,Manufacturing,Bengaluru,Karnataka,Origami is a tissue paper company.,—,—,1994,www.origamiindia.com/,1,Manoj Pachisia,01-Oct,1,Private Equity,"Nov 16, 2017",—,Private Equity,—,BanyanTree Finance Pvt. Ltd.,,,,,1
Gera,Real Estate,,Pune,Maharashtra,Gera Developments is creators of premium residential and commercial projects.,411 001,$10M to $50M,1970,www.gera.in/,1,Rohit Gera,51-100,1,—,"Apr 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Gayatri Highways L,Construction,Financial Services,Hyderabad,Andhra Pradesh,Gayatri Highways is a core investment company that operates as construction and investment services.,—,$10M to $50M,"Jan 1, 1956",www.gayatrihighways.com/,—,,501-1000,1,IPO,"Sep 1, 2008",—,Private Equity,—,IDFC Private Equity,,,,,1
IceNet,Information Technology,Outsourcing,Ahmedabad,Gujarat,IceNet is a technology driven knowledge process outsourcing company.,—,—,May-99,www.icenet.net,—,,51-100,1,Seed,"Jun 1, 2001","₹40,000,000",Seed,"₹40,000,000",GVFL,,,,,1
Deccan Charters,Aerospace,Air Transportation,Bengaluru,Karnataka,"Deccan Charters is an aviation company based in Bengaluru, India that operates helicopter and fixed-wing charter services.",—,$10M to $50M,1997,www.deccanair.com/,1,G. R. Gopinath,501-1000,1,—,"Apr 22, 2006",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Kirloskar Electric,Electronics,Manufacturing,Bangalore,Karnataka,Kirloskar Electric is an electrical engineering companies that manufacturers electrical and power equipments.,560 058,—,"Jul 26, 1946",kirloskarelectric.com/,2,Laxmanrao Kirloskar,501-1000,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Next Orbit Ventures Fund-I,,,,,1
Reach Technologies,Apparel,Fashion,Bangalore,Karnataka,"Reach Technologies offers software for fashion, retail, apparel, and related businesses.",—,—,"Jan 1, 2002",www.reach-tech.com/,1,Nadathur S.Raghavan,Nov-50,1,—,"Mar 1, 2004","₹20,000,000",Venture - Series Unknown,"₹20,000,000",Nadathur Holdings,,,,,1
Aarthi Scans and Labs,Health Care,Health Diagnostics,Chennai,Tamil Nadu,Aarthi Scans and Labs provides diagnostics services.,—,—,"Jan 1, 2000",aarthiscan.com/,1,Govindarajan V,51-100,1,Private Equity,"May 24, 2022",—,Private Equity,—,Tata Capital,,,,,1
Kam Avida,Environmental Engineering,Industrial Engineering,Pune,Maharashtra,Kam Avida manufacturers of waste handling equipment in India.,—,$1M to $10M,1994,www.kamavida.com/,1,Pankaj Malhotra,101-250,1,Private Equity,"Aug 25, 2008",—,Private Equity,—,Peepul Capital LLC,,,,,1
EBS Worldwide Services,Advertising,Marketing,Mumbai,Maharashtra,EBS Worldwide Services is an Indian software company providing marketing technologies and services.,400 093,—,2000,www.ebsworldwide.com,1,Chris George,51-100,1,—,"Jun 7, 2006","$5,500,000",Venture - Series Unknown,"$5,500,000",ILFS Investment Managers,,,,,1
Devas Multimedia,Information and Communications Technology (ICT),Satellite Communication,Bangalore,Karnataka,Devas Multimedia is a satellite communication service provider company.,—,—,"Jan 1, 2004",www.devasmedia.com/,1,Ramachandran Viswanathan,01-Oct,1,Seed,"Jan 1, 2006",—,Pre-Seed,—,Columbia Capital,,,,,1
DBM,Civil Engineering,Construction,Mumbai,Maharashtra,DBM is an engineering services company that provides marine construction and geotechnical services.,—,—,"Jan 1, 1993",www.dbm.in/,1,B. Mahajan,101-250,1,Private Equity,"Feb 18, 2012","₹1,000,000,000",Private Equity,"₹1,000,000,000",Jacob Ballas Capital India,,,,,1
Indo Shell Mould,Automotive,Machinery Manufacturing,Coimbatore,Tamil Nadu,Indo Shell Mould is a manufacturer of casting and machined components using various processes.,—,—,"Jan 1, 1973",www.indoshell.com,2,Balaji Jagadeesan,101-250,1,—,"Feb 1, 2006","₹157,200,000",Venture - Series Unknown,"₹157,200,000",SIDBI Venture Capital,,,,,1
Mittal Corp,Manufacturing,Precious Metals,Delhi,Delhi,"Mittal Corp is a manufacturer of stainless steel billets, blooms, rolled flats of various thickness width and has manufacturing facilities.",—,—,1985,www.mittalcorp.net,2,Dinesh Kumar Agrawal,51-100,1,M&A,"May 10, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Pind Balluchi,Food and Beverage,Hospitality,Gurgaon,Haryana,Pind Balluchi is a restaurant brand that offers authentic punjabi food.,—,$1M to $10M,"Jan 1, 2000",www.pindballuchi.com/,1,Jaspal Singh Chadha,101-250,1,Seed,"Dec 20, 2011","₹230,300,000",Seed,"₹230,300,000",Everstone,,,,,1
Kumar Properties,Property Development,,Pune,Maharashtra,"Kumar Properties diversified into IT parks and commercial buildings, With a strategic shift to large townships and commercial malls.",411001,Less than $1M,1966,www.kumarworld.com/,1,K.H. Oswal,501-1000,2,—,"Nov 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
YOU Broadband India,Broadcasting,Communications Infrastructure,Mumbai,Maharashtra,YOU Broadband India is an ISP who specializes in delivering broadband and Internet Phone service to multiple regions in India.,400059,$1M to $10M,2000,www.youbroadband.in,1,Evs Chakravarthy,251-500,1,M&A,"Nov 1, 2006",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Abhinav Outsourcings Pvt. Ltd,Consulting,Outsourcing,New Delhi,Delhi,Abhinav Outsourcings Pvt. Ltd primarily an Immigration visa consulting company that offers advice on worldwide immigration.,110019,—,"Oct 2, 1994",www.abhinav.com/,1,Ajay Sharma,251-500,1,Early Stage Venture,"Mar 10, 2015",—,Series A,—,,,,,,—
Manipal Acunova,Biotechnology,Medical,Bangalore,Karnataka,"Manipal Acunova Ltd. operates as a specialty contract research organization. It provides clinical development services, including project",560066,$1M to $10M,2004,www.acunovalife.com,1,Dodballapur Achuta Rao Prasanna,51-100,2,Early Stage Venture,"Dec 2, 2009",—,Series B,"₹150,000,000",OrbiMed,ILFS Investment Managers,,,,2
Frontier Lifeline Hospital,Health Care,Hospital,Chennai,Tamil Nadu,Frontier Lifeline Hospital is a 100-bed Cardiac Specialty Hospital which provides world-class Cardiac Care to Adult and Pediatric patients.,600101,—,2004,www.frontierlifeline.com/,1,KM Cherian,251-500,1,—,"May 4, 2012",—,Venture - Series Unknown,—,Rajasthan Venture Capital Fund,,,,,1
DiagnoSearch Life Sciences,Biotechnology,Content,Thane,Maharashtra,DiagnoSearch Life Sciences is a research management solutions provider company.,—,$1M to $10M,"Jan 1, 1995",www.diagnosearch.com/,1,Vasudeo Ginde,101-250,1,Private Equity,"Aug 27, 2009","₹354,000,000",Private Equity,"₹354,000,000",JM Financial,,,,,1
Metro Telworks,Mobile,Telecommunications,Ahmedabad,Gujarat,Metro Telworks is a mobile service network provider that offers wireless services for cellular operators in India.,380051,—,2004,www.metrotelworks.com,1,Asit Shah,01-Oct,1,Private Equity,"Jan 6, 2010","$4,500,000",Private Equity,"$4,500,000",Zephyr Management,,,,,1
Capricorn Food Products India,Food Processing,Hospitality,Chennai,Tamil Nadu,"Capricorn Food Products India is an export-oriented food processing company producing tropical fruit pulps, concentrates, purees and more.",600 040,$1M to $10M,1998,capricorngroup.com,1,Rahul Jain,251-500,1,Private Equity,"Jul 22, 2013","$10,000,000",Private Equity,"$10,000,000",Quadria Capital,,,,,1
Marvel Realtors,Commercial,Construction,Pune,Maharashtra,Marvel Realtors is a real estate development firm that offers residential and commercial construction services.,411 001,—,2001,www.marvelrealtors.com/,1,Vishwajeet Jhavar,01-Oct,1,—,"Mar 1, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Globela Pharma,Health Care,Manufacturing,Sachin,Gujarat,Globela Pharma is a pharmaceutical formulation manufacturing company.,394 230,—,1996,www.globelapharma.com/,1,Priyank Vaghashia,Nov-50,1,Private Equity,"Oct 6, 2021",—,Private Equity,—,Somerset Indus Capital Partners,,,,,1
Nirala India,Real Estate,,Noida,Uttar Pradesh,The Group has developed residential and commercial project in their initial.,201301,—,1996,niralaindia.in,—,,01-Oct,1,—,"Dec 31, 2010",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Popular Vehicles & Services,Automotive,,Ernakulam,Kerala,Popular Vehicles & Services is constantly striving to bring the best customer experience to it's valued customers.,682025,$10M to $50M,1984,www.popularmaruti.com/,1,John Paul Kuttukaran,5001-10000,1,Private Equity,"May 3, 2017",—,Private Equity,—,BanyanTree Finance Pvt. Ltd.,,,,,1
Raheja Developers,Real Estate,,New Delhi,Delhi,Raheja Developers one of the top real estate builders in Gurgaon.,110017,—,1990,www.raheja.com/,2,NAVIN RAHEJA,501-1000,1,—,"Mar 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
LatticeBridge Infotech Pvt. Ltd.,Service Industry,Telecommunications,Alwarpet,Tamil Nadu,LatticeBridge Infotech has become one of the top voiced based service providers for telecom applications in India.,600018,$10M to $50M,2002,www.lbinfotech.com/,—,,101-250,1,—,"Sep 1, 2008",—,Venture - Series Unknown,—,VenturEast,,,,,1
Aeroflex Industries,Manufacturing,Precious Metals,Mumbai,Maharashtra,Aeroflex Industries is manufactures stainless steel corrugated flexible hoses.,410208,—,1993,www.aeroflexindia.com/,1,Yusuf M Kagzi,01-Oct,1,M&A,"Aug 2, 2008","£5,000,000",Venture - Series Unknown,"£5,000,000",Avigo Capital Inc,,,,,1
Shivrai Technologies,Big Data,Consulting,Satara,Maharashtra,hivrai Technologies Pvt. Ltd. is a IT company specialized in rendering innovative IT solutions to clients across the globe.,411009,—,1996,www.shivrai.co.in/,2,Sanjay Borkar,Nov-50,1,Seed,"Dec 28, 2019",—,Seed,—,,,,,,—
Kumudam,Information Services,News,Chennai,Tamil Nadu,Kumudam is a primal digital magazine publishing company.,—,—,"Jan 1, 1947",www.kumudam.com,1,Varadarajan Partha,Nov-50,1,Seed,"Feb 5, 2007","₹17,000,000",Seed,"₹17,000,000",Balfour Capital,,,,,1
Lucid Software,Image Recognition,Information Technology,Chennai,Tamil Nadu,Software for Nondestructive Testing.,600032,$100M to $500M,2000,www.lucidsoft.net/,1,Krishna Mohan Reddy,51-100,1,Seed,"Jul 10, 2012","$150,000",Seed,"$150,000",Majuven,,,,,1
Coastal Projects,Civil Engineering,Construction,Hyderabad,Andhra Pradesh,Coastal Projects is a construction company that specializes in underground excavations covering civil construction jobs.,—,$10M to $50M,"Jan 1, 1995",coastalprojects.co/,—,,501-1000,2,Private Equity,"Dec 1, 2009","₹2,326,900,000",Private Equity,"$83,108,129",Deutsche Bank,BPEA EQT,Peak XV Partners,Eight Roads Ventures India,,4
International Print - O - Pac Limited,Printing,Publishing,New Delhi,Delhi,International Print - O - Pac Limited specializes in paper board packaging and printing solutions in India.,—,—,"Dec 11, 1981",ippindia.com/,2,AMILA SINGHVI,Nov-50,1,Private Equity,"Jan 7, 2007","$12,000,000",Private Equity,"$12,000,000",MAPE Advisory Group,,,,,1
PRO FX Tech,Audio,Video,Bengaluru,Karnataka,PRO FX Tech is a specialist audio video and automation company,560001,—,2000,www.profx.com/,1,Manmohan Ganesh,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Jupiter Capital,,,,,1
Net4 India,Data Center,VoIP,Noida,Uttar Pradesh,"Net4 provides data center and cloud hosting solutions, enterprise internet services, enterprise messaging, and domain name registration.",110065,—,1985,www.net4.in/,2,Iqbal Gandham,501-1000,2,IPO,"Dec 9, 2009","₹150,000,000",Venture - Series Unknown,"₹150,000,000",Brand Capital,Madison India Capital,,,,2
PME Power Solutions,Manufacturing,Oil and Gas,Noida,Uttar Pradesh,PME Power Solutions is a transformer manufacturing company.,201306,—,1988,www.pmepowersolutions.com/,1,Anil Aggarwal,501-1000,1,—,"Jul 22, 2011",—,Venture - Series Unknown,—,Tano Capital,Subhkam Ventures,,,,2
Moolchand Healthcare,Health Care,,New Delhi,Delhi,Moolchand Healthcare is a healthcare service provider.,110 024,—,1957,www.moolchandhealthcare.com/,1,Shravan Talwar,Nov-50,2,—,"May 10, 2012","₹1,000,000,000",Venture - Series Unknown,"$40,763,597",Peak XV Partners,,,,,1
Bajaj Motors,Automotive,Autonomous Vehicles,Gurgaon,Haryana,Bajaj Motors is a provider of automotive components to all vehicle segments.,—,—,"Sep 1, 1986",www.bajajmotors.com/,1,Jamnalal Bajaj,10001+,1,Private Equity,"Mar 31, 2007","$12,000,000",Private Equity,"$12,000,000",Jacob Ballas Capital India,,,,,1
Anupam Industries,Industrial,Machinery Manufacturing,Anand,Gujarat,Anupam Industries is a manufacturer of the crane and machinery equipment.,—,—,"Jan 1, 1973",www.anupamgroup.com/,—,,101-250,1,Private Equity,"Feb 18, 2010","₹500,000,000",Private Equity,"₹500,000,000",Aditya Birla Private Equity,,,,,1
Kesoram Industries,Building Material,,Kolkata,West Bengal,Kesoram Industries is a pioneer company.,700 001,$100M to $500M,1919,www.kesocorp.com/DOCS/home.php,—,,501-1000,1,Private Equity,"Jul 31, 2020",—,Private Equity,—,Farallon Capital Management,,,,,1
Aster,Construction,Infrastructure,Secunderabad,Andhra Pradesh,"Aster provides telecom engineering services, power transmission, and distribution services.",—,Less than $1M,"Jan 1, 1998",www.aster.in/,1,Gunnam Ammanna Chowdury,1001-5000,1,Private Equity,"Aug 1, 2007","₹2,400,000,000",Private Equity,"₹2,400,000,000",Jacob Ballas Capital India,New Silk Route,,,,2
NSOFT,Industrial Engineering,Machinery Manufacturing,Bengaluru,Karnataka,NSOFT is a provider of automation and smart metering and AMI solutions for distribution utilities.,560085,—,1996,www.nsoft.in/,1,Naagaraj Subramanya,501-1000,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Canbank Venture Capital Fund,,,,,1
Neptune Group,Commercial Real Estate,Real Estate,Mumbai,Maharashtra,"A group of First Generation Entrepreneurs, Nayan Bheda, Sachin Deshmukh, Nayan Shah, Mahesh Shetty, Chetan Bheda, Animesh Dharamsi.",4000 083,$100M to $500M,"Apr 10, 2000",www.neptunegroup.in,1,Nayan Bheda,251-500,1,—,"Jan 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
PR Packagings,Industrial,Manufacturing,Palwal,Haryana,"P.R. Packagings is a packaging manufacturer dealing in printed primary, secondary, and tertiary packaging.",—,$1M to $10M,"Jan 1, 1991",www.prpack.net/,1,Mr. Ravinder Kr. Gupta,Nov-50,1,—,"Apr 8, 2011","₹150,000,000",Venture - Series Unknown,"₹150,000,000",Rajasthan Venture Capital Fund,,,,,1
Stim Brush,B2B,B2C,New Delhi,Delhi,"Stim interdental brush has emerged as a game-changer in oral care, revolutionizing our dental hygiene routines.",110020,—,"Apr 5, 1965",www.stimbrushes.com/collections/interdental-bru...,1,Sameer Sharma,Nov-50,1,Early Stage Venture,"Apr 3, 2023",—,Series A,—,,,,,,—
