company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Religare Finvest,Finance,Financial Services,Gurgaon,Haryana,Religare Finvest is a non-deposit taking systemically important Non-Banking Finance Company.,122002,—,2006,www.religarefinvest.com/,—,,1001-5000,1,Private Equity,"Nov 18, 2011","₹ 1,50,00,00,000.00",Private Equity,"₹ 1,50,00,00,000.00",,,,,,—
EasyFix,B2B,B2C,Delhi,India,"EasyFix is a home repairs and maintenance company providing facilities such as home repair, service, and maintenance.",110 034,Less than $1M,2011,www.easyfix.in/,2,,251-500,1,Early Stage Venture,"Sep 23, 2015",—,Series A,—,,,,,,—
DogSpot,Dietary Supplements,E-Commerce,Gurgaon,Haryana,"DogSpot is an online community for dog owners to interact and buy pets, supplies, and merchandise.",122016,$10M to $50M,2007,dogspot.in,1,Rana Atheya,Nov-50,2,Seed,"Jan 4, 2016",—,Seed,"$ 5,00,000.00",India Quotient,Abhijeet Pai,Unilazer Ventures,Ronnie Screwvala,Redcliffe Capital,6
Sudiksha,Children,Education,Hyderabad,Andhra Pradesh,Develop viable education delivery solutions to service the needs of BoP schools.,500044,$1M to $10M,2010,sudiksha.in,2,Naveen Kumar,Nov-50,3,—,"Jan 1, 2015",—,Venture - Series Unknown,"$ 2,85,000.00",Village Capital,Pearson,Opes Impact Fund,,,3
GRAS Academy,Education,Training,Noida,Uttar Pradesh,GRAS Academy is a professional training and placement academy that offers specialized training programs and workshops.,110065,$50M to $100M,"Jan 1, 2007",www.grasacademy.in,2,Ajay Kumar Swarup,101-250,1,Seed,"Dec 26, 2011","₹ 3,00,00,000.00",Seed,"₹ 3,00,00,000.00",Michael & Susan Dell Foundation,,,,,1
Orion Edutech,E-Learning,EdTech,Kolkata,West Bengal,Orion Edutech is provides end to end Recruitment and Staffing Solutions to our clients for various processes.,700157,—,2006,www.orionedutech.com,3,Manish Agarwal,501-1000,1,Early Stage Venture,"Aug 13, 2010",—,Series A,—,VenturEast,,,,,1
Jeeves,Customer Service,Electronics,Bangalore,Karnataka,Jeeves helps enhance the value of the du,—,$100M to $500M,2007,www.jeeves.co.in,3,Alok Sen,5001-10000,1,Seed,"Jun 21, 2012",—,Seed,—,SeedFund.in,,,,,1
funtoot,Education,Management Consulting,Bengaluru,Karnataka,The inventor of world’s first intelligent and adaptive personal tutor “funtoot” for K-12 education.,560071,$1M to $10M,2010,www.funtoot.com,1,Rajeev Pathak,101-250,1,M&A,"May 29, 2013","$ 20,00,000.00",Series A,"$ 20,00,000.00",Mumbai Angels,Athera Venture Partners,,,,2
AllGoVision,Analytics,Embedded Systems,Bangalore,Karnataka,AllGoVision is a leading and fast growing open platform video analytic solution,560038,$10M to $50M,2010,www.allgovision.com/,2,Ashwin Amarapuram,Nov-50,1,—,"Nov 14, 2016",—,Venture - Series Unknown,—,K. Srinivasan,Ashwin Amarapur,,,,2
KashmirBox,E-Commerce,Marketplace,Srinagar,Jammu and Kashmir,Kashmir Box is an e-commerce marketplace.,190002,$1M to $10M,2011,www.kashmirbox.com/,1,Muheet Mehraj,Nov-50,1,Seed,"Jun 5, 2018",—,Angel,—,Blue Dart Aviation,Sohail Hashemi,Namrata Kaul,Alok Divatia,Bhairavi Jani,6
Naturally Yours,E-Commerce,Fitness,Mumbai,Maharashtra,Naturally Yours is an online organic food products shopping site.,400071,$1M to $10M,2010,www.naturallyyours.in/,2,Priya Prakash,Nov-50,1,Seed,"Oct 7, 2015",—,Seed,—,Sanjay Mehta,,,,,1
LokSuvidha Finance,Finance,Financial Services,Nagpur,Maharashtra,LokSuvidha Finance is a fintech company that offers personal loan and two-wheeler loan services.,440022,—,Sep-08,loksuvidha.com/index.php,—,,101-250,1,Early Stage Venture,"Dec 3, 2021",—,Series A,—,India SME Investments,,,,,1
Varsity Management Pvt Ltd,Education,Training,Madhapur,Andhra Pradesh,Varsity Education owns two education management companies that provide teacher training.,500081,—,2010,www.varsitymgmt.com,—,,101-250,1,—,"Mar 1, 2011",—,Venture - Series Unknown,—,MicroVest,,,,,1
Moser Baer Solar,Electronics,Manufacturing,New Delhi,Delhi,Moser Baer Solar is a technology company developing optical storage media.,110020,$10M to $50M,2007,www.moserbaersolar.com,—,,101-250,1,Early Stage Venture,"Sep 4, 2008","$ 9,25,00,000.00",Series B,"$ 9,25,00,000.00",Morgan Stanley,Credit Suisse,CDC Group,Nomura Holdings,IDFC Private Equity,5
Applied Mobile Lab,Internet,Mobile,Noida,Uttar Pradesh,Applied Mobile Labs is a mobile advertising technology company.,201301,$1M to $10M,"Apr 1, 2009",www.amlpl.com,1,Mrigank Tripathi,Nov-50,1,—,"May 29, 2012","$ 10,00,000.00",Venture - Series Unknown,"$ 10,00,000.00",Frontline Strategy,C Cube Angels,,,,2
Pushan Renewable Energy,Energy,Solar,Indore,Madhya Pradesh,Pushan is a social enterprise that brings solar power to people’s home.,—,$1M to $10M,2011,www.pushan.in/,1,Susmita Bhattacharjee,Nov-50,1,Seed,"May 27, 2019","$ 10,000.00",Seed,"$ 10,000.00",Powered Accelerator,,,,,1
Byte Prophecy,Analytics,Artificial Intelligence (AI),Ahmedabad,Gujarat,Byte Prophecy is an Enterprise AI company that delivers the last-mile of analytics i.e. insights that drive action.,380015,—,2011,www.byteprophecy.com,4,Adityavijay Rathore,Nov-50,1,M&A,"Aug 1, 2018",—,Seed,—,Paipal Ventures,,,,,1
KyaZoonga,Concerts,Sports,New Delhi,Delhi,Kyazoonga is India's first and largest entertainment and sports ticketing company. http://www.Kyazoonga.com,110003,$1M to $10M,2007,www.zoonga.com/,3,Akash Bhatia,101-250,1,Seed,"Jun 10, 2016",—,Angel,—,Ratan Tata,,,,,1
Learnhive,EdTech,Education,Bangalore,Karnataka,"Learnhive is a provider of technology-based learning solutions for K12 students, parents, and tutors.",560041,$1M to $10M,"Dec 8, 2010",learnhive.net,4,Arindam Nag,Nov-50,1,Seed,"May 29, 2013","$ 4,00,000.00",Seed,"$ 4,00,000.00",Wall Street Technology Partners,,,,,1
Divine Solitaires,E-Commerce,Jewelry,Mumbai,Maharashtra,Divine Solitaires are the highest quality diamonds and diamond jewellery and are the first & only loose solitaire brand in India.,400 013,—,2006,www.divinesolitaires.com,2,Jignesh Mehta,51-100,1,—,"Aug 1, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Kreeda Games,Gaming,Social Media,Chennai,Tamil Nadu,Kreeda Games is a game developer and publisher in Mumbai India. Our primary business is to design and build multiplayer Social games and,600035,—,"Nov 1, 2006",kreedagames.com,1,Vinita Sidhartha,Nov-50,3,Early Stage Venture,"Jun 1, 2008","$ 15,00,000.00",Series B,"$ 1,15,00,000.00",Chiratae Ventures,Horizen Ventures,Softbank China & India Holdings,,,3
TravelGuru,Career Planning,Transportation,Mumbai,Maharashtra,Travelguru provides tourism services.,400064,$50M to $100M,2006,www.travelguru.com,2,Ashwin Damera,251-500,1,M&A,"Nov 29, 2006","$ 1,50,00,000.00",Venture - Series Unknown,"$ 1,50,00,000.00",Sequoia Capital,Battery Ventures,,,,2
Azimuth,Information Services,Information Technology,Puducherry,Puducherry,We are a dynamic technology company providing innovative cargo control solutions to logistics companies across the globe,605005,$10M to $50M,2007,www.azimuthip.com/,1,Dmitry Nechiporenko,—,1,Early Stage Venture,"Jan 1, 2014",—,Series A,—,Impulse VC,,,,,1
GVK Energy,Energy,Hospitality,Secunderabad,Andhra Pradesh,GVK is a leading Indian conglomerate with diversified interests across various sectors of economic significance.,500003,Less than $1M,2008,www.gvk.com/,2,GVK Reddy,10001,1,Private Equity,"Dec 16, 2010","₹ 6,98,00,00,000.00",Private Equity,"₹ 6,98,00,00,000.00",GIC,Actis,,,,2
Visionary RCM,Health Care,Information Services,Chennai,Tamil Nadu,"Visionary RCM is a HIPAA compliant, knowledge centric organization, specializing in Risk Adjustment solutions.",600017,—,2006,www.visionaryrcm.com,1,Rajesh Surana,1001-5000,1,M&A,"Jul 1, 2010","₹ 15,00,00,000.00",Venture - Series Unknown,"₹ 15,00,00,000.00",Kalaari Capital,,,,,1
DB Power,Electrical Distribution,Energy,Mumbai,Maharashtra,DB Power is an energy company that owns and operates coal power plants.,400 051,Less than $1M,"Oct 12, 2006",diliigentpower.com/index.html,—,,251-500,1,M&A,"Jan 22, 2015",—,Private Equity,—,IDFC Private Equity,,,,,1
Experion,Real Estate,Real Estate Investment,Gurgaon,Haryana,Experion is a 100% FDI funded real estate developer backed by Experion Holdings.,122002,$1M to $10M,2006,www.experion.co/,—,,51-100,1,—,"May 17, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
beGalileo,E-Learning,,Bengaluru,Karnataka,beGalileo is a one-of-a-kind early learning platform.,—,—,2011,www.begalileo.com/,2,Avneet Makkar,51-100,1,Early Stage Venture,"Oct 3, 2022",—,Series A,—,Nitish Mittersain,Navneet Education Ltd,,,,2
Agrima Infotech,Apps,Information Technology,Kochi,Kerala,"Agrima Infotech, a company that enables food and retail firms to build deep tech solutions at scale.",686672,$1M to $10M,2011,www.agrima.tech/,3,Anoop Balakrishnan,51-100,1,M&A,"May 1, 2015",—,Seed,—,,,,,,—
Tower Vision,Mobile,Telecommunications,Chennai,Tamil Nadu,TowerVision is a tower management firm specialized in the provision of passive infrastructure to the wireless telecommunications industry.,0612 0651,—,2006,www.tower-vision.com,—,,501-1000,1,Private Equity,"Feb 1, 2008","$ 30,00,00,000.00",Private Equity,"$ 30,00,00,000.00",Quadrangle Group,,,,,1
The Family Doctor,Health Care,Hospital,Bengaluru,Karnataka,The Family Doctor provides trustworthy and affordable healthcare for families.,—,$1M to $10M,2010,thefamilydoctor.co.in/,1,Naresh Malhotra,Nov-50,3,—,"Mar 1, 2018",—,Venture - Series Unknown,"$ 60,00,000.00",Bamboo Capital Partners,Saama Capital,,,,2
Delhi Airport,Aerospace,Air Transportation,New Delhi,Delhi,Delhi Airport engages in the operation of airports and other services related to aviation and transport.,—,$100M to $500M,"Jan 1, 2006",www.newdelhiairport.in/,—,,101-250,1,Private Equity,"Mar 1, 2006","₹ 95,55,55,555.00",Private Equity,"₹ 95,55,55,555.00",IDFC Private Equity,,,,,1
Mobiotics,Broadcasting,Digital Media,Bangalore,Karnataka,Mobiotics is a leading full-stack OTT services and solutions provider that caters to a wide range of segments.,560102,—,"Jan 1, 2011",www.mobiotics.com,2,Sangram Keshari Rout,51-100,1,Seed,"Apr 10, 2012","$ 40,000.00",Seed,"$ 40,000.00",Start-Up Chile,,,,,1
J. K. Shah Classes,Accounting,E-Learning,Mumbai,Maharashtra,"J. K. Shah Classes is an educational platform that offers classes for CA CPT, CA IPCC, CA final, and CS.",—,—,2008,www.jkshahclasses.com,1,J. K. Shah,Nov-50,1,M&A,"May 10, 2016",—,Venture - Series Unknown,—,Access Asset Managers,,,,,1
B2R,Business Development,Outsourcing,New Delhi,Delhi,B2R is a for-profit social enterprise which sets up and operates rural Business Process Management centers in Uttarakhand.,110030,—,2009,www.b2r.in/,1,Dhiraj Dolwani,101-250,1,—,"Feb 25, 2010",—,Venture - Series Unknown,—,Aavishkaar Venture Capital,,,,,1
Synergies Castings,Industrial,Manufacturing,Visakhapatnam,Andhra Pradesh,Synergies Castings is a manufacturer and supplier of aluminum alloy wheels.,—,—,"Jan 1, 2005",www.synergies-castings.com/,1,Sekhar Movva,251-500,3,—,"Sep 1, 2011","₹ 24,77,00,000.00",Venture - Series Unknown,"₹ 24,77,00,000.00","Superior Industries International, Inc.",Kubera Partners,,,,2
Truehb,Biotechnology,Life Science,New Delhi,Delhi,They believe in concrete step by step development at maximum possible pace.,110092,$1M to $10M,"Nov 5, 2009",truehb.com/,1,Ambar Srivastava,—,1,Seed,"Apr 16, 2015",—,Seed,—,Singapore Angel Network,,,,,1
GoLive,Console Games,Gaming,Hyderabad,Andhra Pradesh,GoLive specializes in developing and designing adventure games for computers.,500032,—,2008,www.golive.games/,1,Ravi Kiran,Nov-50,2,—,"Jan 1, 2019",—,Venture - Series Unknown,—,CIE IIIT Hyderabad,Xseed Partners,,,,2
VIVO Healthcare,Health Care,Hospital,Gurgaon,Haryana,"As Asia's leading healthcare training and education company, we offer best in class job-oriented programs to help launch your career.",122009,—,2009,vivohealthcare.com/,2,Reena Puri,101-250,1,Seed,"Sep 23, 2015",—,Seed,—,Brand Capital,Springboard,,,,2
Splashgain Technology Solutions,Education,Information Services,Pune,Maharashtra,Splashgain Technology Solutions is an award winning education technology platform,411038,—,2010,www.splashgain.com/,2,Samir Kamat,101-250,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Scale Ventures,,,,,1
Boond,Energy,Product Design,New Delhi,Delhi,"The Boond mission is to solve some of the biggest global challenges - adequate lighting, access to clean drinking water",110029,$1M to $10M,2009,boond.net/,1,Rustam Sengupta,Nov-50,2,Early Stage Venture,"Aug 20, 2014",—,Series A,—,Rianta Capital,Opes Impact Fund,Sumantra Roy,,,3
MangoReader,Apps,Digital Media,Pune,Maharashtra,MangoReader provides an online library for children with an emphasis on interactive stories and learning activities.,411045,—,"Jan 1, 2010",mangoreader.com/,2,Jagdish Repaswal,01-Oct,1,Seed,"Oct 25, 2013",—,Seed,—,Mumbai Angels,,,,,1
Le 15,Food and Beverage,,Mumbai,Maharashtra,Le 15 is a food & dessert brand.,—,Less than $1M,2010,le15.com/,1,Pooja Dhingra,Nov-50,1,Early Stage Venture,"Sep 1, 2017",—,Series A,—,Secocha Ventures,,,,,1
Chai Garam Cafe,Food and Beverage,Restaurants,New Delhi,Delhi,Chai Garam chain of pocket cafes was established in 2008. With a presence pan India ~105 retail and kiosks outlets,—,—,2008,chaigaramcafe.com,2,Abhishek Nahta,Nov-50,1,M&A,"Oct 24, 2015",—,Angel,—,ah! Ventures,,,,,1
RapidRadio,Electronics,Hardware,Ahmedabad,Gujarat,RapidRadio designs and develops RFID hardware solutions.,—,—,"Apr 13, 2006",rapidradio.co.in/,2,Dhaval H Kotecha,Nov-50,1,Seed,"Mar 17, 2007","₹ 80,00,000.00",Seed,"₹ 80,00,000.00",GVFL,,,,,1
AIOCD Pharmasofttech AWACS,Pharmaceutical,,Chennai,Tamil Nadu,AIOCD Pharmasofttech AWACS  is a pharmaceutical market research company,600 096,$10M to $50M,2007,aiocdawacs.com/,—,,51-100,1,—,"Jan 19, 2010",—,Venture - Series Unknown,—,Mumbai Angels,,,,,1
Skyfi Education Labs,EdTech,Education,Bangalore,Karnataka,"Skyfi Labs, our aim is to improve the skills and employability of Indian Engineering Students by converting textbook geniuses into",560037,—,2010,skyfilabs.com,2,Aditya Chundi,51-100,1,Seed,"Mar 24, 2014",—,Angel,—,The Chennai Angels,,,,,1
Zipdial,Developer Tools,Enterprise Software,Bangalore City,Karnataka,ZipDial offers a marketing and analytics platform that enables brand managers to drive customer engagement by capitalizing on missed calls.,560034,—,"Mar 1, 2010",www.zipdial.com,3,Alfredo Ruiz López,101-250,3,M&A,"Apr 15, 2013",—,Venture - Series Unknown,—,500 Global,Jungle Ventures,Mumbai Angels,Times Internet,,4
Lord Group,Real Estate,,Kolkata,West Bengal,Lord Group is an ISO certified Group of Companies and is one of the fastest growing real estate developers in India.,700 019,Less than $1M,2011,www.lordgroup.in,—,,01-Oct,1,—,"Aug 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Shree Balaji Group,Construction,Real Estate,Ahmedabad,Gujarat,Shree Balaji Group is a real estate development and construction company.,380005,$10M to $50M,2005,www.shreebalajiconstruction.com,—,,251-500,1,—,"Apr 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
DANS Group,Consulting,Energy,Gurgaon,Haryana,DANS Group offers research and consultancy services to hydropower project developers.,—,—,"Jan 1, 2005",www.dansenergy.com/,1,T. Nagendra Rao,51-100,3,Private Equity,"Nov 15, 2013","₹ 1,20,00,00,000.00",Private Equity,"₹ 3,74,00,00,000.00",Equis Funds Group,,,,,1
HealthcareMagic,Health Care,Information Technology,Karnataka,India,HealthcareMagic is a website enabling people to get real-time medical advice from doctors.,560049,—,"Feb 5, 2008",www.healthcaremagic.com,4,Accel,51-100,1,M&A,"Feb 12, 2009","$ 25,00,000.00",Series A,"$ 25,00,000.00",Nitesh Pant,Shekhar Sahu,,,,1
Invictus Oncology,Biotechnology,Health Care,Delhi,Delhi,Invictus Oncology develops therapeutics for cancer treatment.,110092,$1M to $10M,2011,invictusoncology.com,2,Raghunath Mashelkar,Nov-50,3,—,"Jan 1, 2017",—,Venture - Series Unknown,"$ 18,80,000.00",Romulus Capital,Navam Capital,Aarin Capital,Ratan Tata,,4
NextGen,CleanTech,Consulting,Bangalore,Karnataka,"NextGen, previously incubated at NSRCEL, IIM-Bangalore and TBI, BITS-Pilani is one of India's fastest growing cleantech companies.",—,$500M to $1B,2009,nextgenpms.com/,2,Abhishek Humbad,51-100,1,Seed,"Feb 17, 2015",—,Angel,—,Mumbai Angels,,,,,1
Adya Smart Metering,Electrical Distribution,Oil and Gas,Hyderabad,Andhra Pradesh,End to End Smart Metering Solutions,500003,—,2009,www.adyasmartmetering.com,1,Viraj Pathi,Nov-50,1,Seed,"Jun 14, 2016",—,Seed,—,STRATEGEM PTE LTD,,,,,1
Waterlife India Pvt. Ltd.,Water,Water Purification,Sikandarabad,Uttar Pradesh,Waterlife aims to provide safe and clean water to everyone in a sustainable manner.,500 094,$1M to $10M,2008,www.waterlifeindia.com/,2,Mohan Ranbaore,51-100,2,—,"Dec 13, 2011","₹ 22,00,00,000.00",Venture - Series Unknown,"₹ 22,00,00,000.00",Aavishkaar Venture Capital,Matrix Partners India,,,,2
Rajapushpa Properties,Commercial Real Estate,Property Development,Hyderabad,Andhra Pradesh,"A solemn objective of providing homes to the needy with quality, timely delivery backed up by care and warmth.",500081,$10M to $50M,2006,rajapushpa.in/,—,,51-100,1,—,"Apr 10, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Orient Green Power,Clean Energy,Energy Efficiency,Chennai,Tamil Nadu,Orient Green Power is a company focused on power generation through renewable sources.,600 095,$1M to $10M,2007,www.orientgreenpower.com/home.asp,—,,51-100,1,IPO,"Nov 26, 2008","$ 5,50,00,000.00",Private Equity,"$ 5,50,00,000.00",Bessemer Venture Partners,Olympus Capital Holdings Asia,,,,2
Apollo Spectra,Health Care,Hospital,Bengaluru,Karnataka,Apollo Spectra offers medical technology services and internationally-trained physicians for the healthcare industry.,560 008,—,2009,www.apollospectra.com/,1,Mahesh Reddy,501-1000,1,Private Equity,"Aug 13, 2012","$ 5,40,00,000.00",Private Equity,"$ 5,40,00,000.00",Goldman Sachs,New Enterprise Associates,,,,2
