Company,Funding Round,Amount,Date,RupeesAmount,dollarAmt,CID
XYXX Apparels,Series C,"₹1,100,000,000","May 15, 2023",1100000000,13200000,CID5526
AASAN Consultancy,Private Equity,"₹195,000,000","Oct 19, 2021",195000000,2340000,CID5527
French Crown,Corporate Round,"₹66,000,000","Jun 22, 2023",66000000,792000,CID5528
Cyber Warfare,Seed,—,"Jun 2, 2023",0,0,CID5529
Aspire,Seed,—,"Aug 20, 2022",0,0,CID5530
Happyeasygo,Series C,—,"May 24, 2022",0,0,CID5531
Audionotes,Seed,"$670,000","Mar 1, 2023",50250000,603000,CID5532
lndr,Seed,"$400,000","May 1, 2023",30000000,360000,CID5533
paperclips,Seed,"$500,000","Sep 1, 2022",37500000,450000,CID5534
Metasuggest,Non-equity Assistance,—,"Oct 10, 2022",0,0,CID5535
Urban Company,Seed,"$1,600,000","Apr 16, 2015",120000000,1440000,CID5536
Graviton Web3 Accelerator,Venture - Series Unknown,—,"Jan 31, 2023",0,0,CID5537
InMobi,Venture - Series Unknown,"$5,000,000","Dec 2, 2014",375000000,4500000,CID5538
White Cub,Seed,—,"Jan 1, 2014",0,0,CID5539
Khatabook,Series B,"$60,000,000","May 20, 2020",4500000000,54000000,CID5540
Indjets Private Limited (India),Series A,"$1,000,000","Sep 2, 2016",75000000,900000,CID5541
Utsav,Seed,"₹20,000,000","Jun 21, 2023",20000000,240000,CID5542
Aqgromalin,Seed,"₹55,000,000","Jul 15, 2021",55000000,660000,CID5543
GramVaani,Seed,"$500,000","Jul 10, 2013",37500000,450000,CID5544
Nira,Seed,"$1,000,000","Oct 29, 2018",75000000,900000,CID5545
Flam,Seed,"$3,588,757","Jul 1, 2021",269156775,3229881.3,CID5546
CloudFiles,Convertible Note,"$350,000","Jan 6, 2023",26250000,315000,CID5547
AmpIn Energy Transition (Formerly Amp Energy India),Venture - Series Unknown,"$50,000,000","Oct 17, 2019",3750000000,45000000,CID5548
Hindustan Autonomous Fuel Initiative for Zero-Emission,Convertible Note,—,"Dec 2, 2022",0,0,CID5549
AmpIn Energy Transition (Formerly Amp Energy India),Funding Round,"$35,000,000","Jun 9, 2017",2625000000,31500000,CID5550
AmpIn Energy Transition (Formerly Amp Energy India),Funding Round,"$25,000,000","Jun 7, 2016",1875000000,22500000,CID5551
Knowl,Seed,"$1,000,000","Mar 7, 2023",75000000,900000,CID5552
Thriwe,Venture - Series Unknown,—,"Jun 19, 2023",0,0,CID5553
Ace Turtle,Series B,"$34,000,000","May 2, 2023",2550000000,30600000,CID5554
Cleardekho,Series A,"$5,000,000","Oct 12, 2022",375000000,4500000,CID5555
RipenHQ,Pre-Seed,"$525,000","Aug 1, 2022",39375000,472500,CID5556
Studio Sirah,Seed,"₹210,000,000","Jan 25, 2023",210000000,2520000,CID5557
Solar Ladder,Seed,"₹110,000,000","May 3, 2023",110000000,1320000,CID5558
RevFin,Debt Financing,"$5,000,000","Jun 9, 2023",375000000,4500000,CID5559
Stelis Biopharma,Series B,"$70,000,000","Mar 19, 2021",5250000000,63000000,CID5560
Cartel & Bros,Angel,—,"Jun 20, 2023",0,0,CID5561
Castler,Seed,"₹410,000,000","May 10, 2023",410000000,4920000,CID5562
Heads Up For Tails,Series A,"₹2,770,000,000","Aug 12, 2021",2770000000,33240000,CID5563
Lohum,Venture - Series Unknown,"$7,000,000","Jan 18, 2021",525000000,6300000,CID5564
BigHaat,Series B,"₹1,000,000,000","Jan 20, 2022",1000000000,12000000,CID5565
GlobalBees,Debt Financing,"$30,000,000","Dec 28, 2021",2250000000,27000000,CID5566
Yu Foodlabs,Series A,"₹200,000,000","Nov 15, 2022",200000000,2400000,CID5567
GlobalBees,Series B,"$110,000,000","Dec 28, 2021",8250000000,99000000,CID5568
uFaber,Series A,"₹250,000,000","May 24, 2023",250000000,3000000,CID5569
Sheerdrive,Seed,—,"Jun 8, 2023",0,0,CID5570
Smartworks,Series A,"$25,000,000","Oct 31, 2019",1875000000,22500000,CID5571
OneAssist,Venture - Series Unknown,"$3,500,000","Jun 26, 2012",262500000,3150000,CID5572
Chhord,Non-equity Assistance,—,"Dec 29, 2022",0,0,CID5573
MakeMyTrip.com,Series B,"$13,000,000","Dec 14, 2006",975000000,11700000,CID5574
ShipEase Technologies,Debt Financing,"₹45,000,000","May 30, 2023",45000000,540000,CID5575
class24,Series A,—,"Jun 29, 2023",0,0,CID5576
Virescent Renewable Energy Trust,Private Equity,"₹4,600,000,000","Sep 28, 2021",4600000000,55200000,CID5577
Heavy Hands Entertainment Pvt Ltd,Grant,—,"Jul 28, 2022",0,0,CID5578
ANQ Finance,Seed,—,"Oct 20, 2022",0,0,CID5579
Crediwatch,Series A,"$3,200,000","Oct 22, 2019",240000000,2880000,CID5580
Heavy Hands Entertainment Pvt Ltd,Grant,—,"Aug 25, 2021",0,0,CID5581
Veera,Seed,—,"Jan 1, 2023",0,0,CID5582
Segmind,Seed,"$1,000,000","May 29, 2023",75000000,900000,CID5583
Rupid,Pre-Seed,—,"Apr 1, 2023",0,0,CID5584
Adappt Intelligence,Non-equity Assistance,—,"Jan 1, 2016",0,0,CID5585
Remedico,Seed,"$500,000","Oct 1, 2020",37500000,450000,CID5586
Revenant Esports,Angel,—,"May 29, 2023",0,0,CID5587
ProjectX.Cloud,Angel,"₹400,000","May 1, 2022",400000,4800,CID5588
SanKash,Seed,"$2,000,000","Jan 15, 2022",150000000,1800000,CID5589
EMO,Seed,"₹100,000,000","May 23, 2023",100000000,1200000,CID5590
Revoh,Seed,"$425,000","Jun 15, 2023",31875000,382500,CID5591
56,Series A,"$8,500,000","Mar 15, 2022",637500000,7650000,CID5592
Fashion & You,Venture - Series Unknown,"$8,000,000","Dec 9, 2010",600000000,7200000,CID5593
56,Seed,"$2,300,000","Mar 5, 2021",172500000,2070000,CID5594
DriverShaab,Grant,"₹50,000","Jun 29, 2023",50000,600,CID5595
Eyemantra,Corporate Round,"$10,000,000","Jun 19, 2023",750000000,9000000,CID5596
Donna FMCG,Seed,"$200,000","Apr 14, 2020",15000000,180000,CID5597
NearPe,Seed,—,"Apr 1, 2020",0,0,CID5598
PriceBaba,Funding Round,—,"Aug 1, 2013",0,0,CID5599
RiVirtual,Pre-Seed,"$100,000","Jan 1, 2022",7500000,90000,CID5600
Absolute Global Outsourcing Private Limited,Pre-Seed,"₹500,000","Dec 15, 2019",500000,6000,CID5601
enciser,Pre-Seed,"A$150,000","Jun 1, 2023",11250000,135000,CID5602
Sapio Analytics,Seed,—,"Mar 1, 2023",0,0,CID5603
WEICL Investments,Private Equity,—,"Mar 28, 2017",0,0,CID5604
WEICL Investments,Private Equity,—,"Mar 14, 2016",0,0,CID5605
EquityList,Seed,—,"Oct 1, 2022",0,0,CID5606
Obsidian,Grant,"$200,000","Jun 28, 2023",15000000,180000,CID5607
PayO,Seed,—,"Jan 1, 2022",0,0,CID5608
Petrol Social,Seed,"₹4,000,000","Jun 6, 2023",4000000,48000,CID5609
Mirae Asset Capital Markets India,Corporate Round,"₹12,400,000,000","Jun 13, 2023",12400000000,148800000,CID5610
Nirvesh Enterprises,Seed,"₹4,000,000","Jun 6, 2023",4000000,48000,CID5611
Farmako,Seed,—,"Jun 1, 2023",0,0,CID5612
GroundUp,Seed,—,"May 1, 2023",0,0,CID5613
Khyaal,Seed,—,"Jan 1, 2023",0,0,CID5614
Wall,Seed,"$50,000","May 9, 2023",3750000,45000,CID5615
OTPless,Seed,"$2,700,000","May 10, 2023",202500000,2430000,CID5616
YOLO,Pre-Seed,—,"Jun 1, 2023",0,0,CID5617
Dukaan®,Seed,"$6,000,000","Oct 19, 2020",450000000,5400000,CID5618
NyQuest Innovation Labs,Grant,"₹50,000,000","Jun 27, 2023",50000000,600000,CID5619
Crion Technologies,Angel,"₹10,000,000","Apr 1, 2023",10000000,120000,CID5620
Agilitas,Series A,"₹4,300,000,000","May 15, 2023",4300000000,51600000,CID5621
Redcliffe Labs,Seed,—,"Jun 8, 2021",0,0,CID5622
Hesa,Seed,"₹177,000,000","Jun 2, 2022",177000000,2124000,CID5623
Up,Pre-Seed,"$500,000","Nov 9, 2022",37500000,450000,CID5624
pumpumpum,Seed,"₹154,000,000","Jun 2, 2022",154000000,1848000,CID5625
GalaxyCard,Seed,"$500,000","Jul 15, 2021",37500000,450000,CID5626
Boostmychild Private Limted,Pre-Seed,"₹2,000,000","May 8, 2023",2000000,24000,CID5627
TravClan,Seed,"₹360,000,000","Apr 28, 2022",360000000,4320000,CID5628
GoalTeller,Seed,"₹30,000,000","Feb 7, 2022",30000000,360000,CID5629
Koparo Clean,Seed,"₹57,000,000","Nov 23, 2021",57000000,684000,CID5630
Nimble Growth Organics,Seed,"$582,000","Sep 24, 2021",43650000,523800,CID5631
Express Stores,Seed,"$1,100,000","Feb 17, 2021",82500000,990000,CID5632
Streak,Seed,—,"Jul 28, 2021",0,0,CID5633
Devnagri,Seed,"$600,000","Oct 19, 2021",45000000,540000,CID5634
JSW Cement,Debt Financing,"₹4,140,000,000","Jun 12, 2023",4140000000,49680000,CID5635
PeAr Technologies,Seed,"₹42,000,000","Mar 16, 2023",42000000,504000,CID5636
Pelican Thermogenics,Seed,"₹3,000,000","Jun 27, 2023",3000000,36000,CID5637
Fello,Seed,"$4,000,000","Jan 5, 2023",300000000,3600000,CID5638
Barberaa,Pre-Seed,"₹1,000,000","Jul 22, 2022",1000000,12000,CID5639
marketfeed,Seed,—,"Nov 4, 2021",0,0,CID5640
Finayo,Seed,—,"Jun 28, 2023",0,0,CID5641
AppX,Seed,"$1,300,000","Jan 18, 2022",97500000,1170000,CID5642
House Technologies,Pre-Seed,"₹600,000","Mar 31, 2023",600000,7200,CID5643
Ashnni Motors,Pre-Seed,"₹20,000,000","May 13, 2023",20000000,240000,CID5644
Josh Talks,Seed,"$1,500,000","Feb 27, 2020",112500000,1350000,CID5645
MyAdvo,Angel,—,"Dec 23, 2016",0,0,CID5646
Kyte Energy,Series A,"₹30,000,000","Jun 12, 2023",30000000,360000,CID5647
Prashantnian,Pre-Seed,"₹5,000,000","Jan 5, 2023",5000000,60000,CID5648
Ola,Corporate Round,"$300,000,000","Mar 18, 2019",22500000000,270000000,CID5649
Koshex,Seed,"$2,100,000","Apr 18, 2022",157500000,1890000,CID5650
Barneys,Seed,"$500,000","Jun 26, 2023",37500000,450000,CID5651
Shadowfax,Series C,"$22,000,000","Aug 22, 2018",1650000000,19800000,CID5652
Papa Pawsome,Seed,"₹20,000,000","Sep 7, 2022",20000000,240000,CID5653
Hecta,Angel,"$150,000","Feb 5, 2023",11250000,135000,CID5654
Muvin,Seed,"₹200,000,000","Jan 11, 2022",200000000,2400000,CID5655
Zolo,Series B,"$30,000,000","Jan 7, 2019",2250000000,27000000,CID5656
Wishlink,Seed,"$3,000,000","Oct 11, 2022",225000000,2700000,CID5657
Spectacom Global Private Ltd,Seed,"₹110,000,000","May 31, 2023",110000000,1320000,CID5658
Steel Authority of India,Post-IPO Equity,"₹5,466,468,000","Jun 8, 2023",5466468000,65597616,CID5659
TVS Credit Services,Secondary Market,"₹7,370,000,000","Jun 12, 2023",7370000000,88440000,CID5660
Muvin,Seed,"$1,000,000","Apr 1, 2021",75000000,900000,CID5661
SportVot,Seed,—,"Jul 27, 2022",0,0,CID5662
Chhord,Non-equity Assistance,—,"Dec 29, 2022",0,0,CID5663
Karma Healthcare,Grant,—,"Jun 26, 2023",0,0,CID5664
InstaPrepsAi : The Confidence App,Seed,—,"Sep 28, 2020",0,0,CID5665
Bulbulshop,Series A,"$8,700,000","Jul 28, 2020",652500000,7830000,CID5666
HDFC Bank,Post-IPO Debt,"$300,000,000","Apr 12, 2023",22500000000,270000000,CID5667
trica,Seed,"$3,000,000","Oct 7, 2021",225000000,2700000,CID5668
Zypp Electric,Series A,"$25,000,000","Nov 1, 2022",1875000000,22500000,CID5669
Evenflow,Seed,—,"Jan 26, 2023",0,0,CID5670
Aitrex,Private Equity,"$40,000","Jan 1, 2018",3000000,36000,CID5671
Jovian,Seed,"₹120,000,000","May 24, 2022",120000000,1440000,CID5672
HOGGY (Litifer Technologies Pvt. Ltd.),Seed,"$1,200,000","Dec 1, 2021",90000000,1080000,CID5673
Sutradhar,Seed,"$500,000","Nov 24, 2021",37500000,450000,CID5674
eBik,Seed,"₹17,500,000","Feb 24, 2022",17500000,210000,CID5675
COGOS Technologies,Seed,"₹150,000,000","Sep 7, 2021",150000000,1800000,CID5676
HireHunch,Seed,"$500,000","Apr 1, 2022",37500000,450000,CID5677
Bluarmor,Seed,"₹40,000,000","Jan 1, 2017",40000000,480000,CID5678
Zaroor - EDLP Retail Solutions Private Limited,Seed,"$773,000","Sep 30, 2021",57975000,695700,CID5679
Settlrs,Seed,"₹70,000,000","Jan 20, 2022",70000000,840000,CID5680
CaterHero,Seed,"$200,000","Jun 1, 2022",15000000,180000,CID5681
ERC Eye Care,Angel,—,"Dec 18, 2013",0,0,CID5682
BeatO,Series B,"₹2,690,000,000","Nov 16, 2022",2690000000,32280000,CID5683
Ayekart Fintech,Seed,"$2,800,000","Sep 7, 2022",210000000,2520000,CID5684
BYJU'S,Debt Financing,"₹3,000,000,000","Oct 27, 2022",3000000000,36000000,CID5685
GrowthX,Seed,"$1,500,000","Jul 5, 2022",112500000,1350000,CID5686
HealthAssure,Series B,"₹500,000,000","Aug 25, 2022",500000000,6000000,CID5687
Kahanibox,Seed,—,"Apr 23, 2021",0,0,CID5688
VAMA,Seed,"$500,000","Dec 13, 2022",37500000,450000,CID5689
Ghost Kitchens,Seed,"$755,000","Feb 4, 2022",56625000,679500,CID5690
Zoomcar,Convertible Note,"$21,300,000","Feb 22, 2023",1597500000,19170000,CID5691
Tortoise,Seed,—,"Sep 1, 2022",0,0,CID5692
Bluarmor,Series A,"₹100,000,000","Jan 30, 2019",100000000,1200000,CID5693
AQUATEIN,Seed,—,"Sep 29, 2021",0,0,CID5694
Purplle,Secondary Market,—,"May 24, 2023",0,0,CID5695
Dream Sports,Secondary Market,"$400,000,000","Mar 24, 2021",30000000000,360000000,CID5696
Crepdog Crew,Seed,—,"Jan 11, 2023",0,0,CID5697
Gabit,Seed,"$9,500,000","Jan 1, 2023",712500000,8550000,CID5698
Reliance Jio,Private Equity,"$4,618,000,000","May 8, 2020",3.4635E+11,4156200000,CID5699
Knocksense,Seed,"$1,000,000","Apr 19, 2023",75000000,900000,CID5700
ClearTrust,Seed,"$200,000","Jan 1, 2021",15000000,180000,CID5701
Bharatsure,Seed,"$1,200,000","Feb 1, 2022",90000000,1080000,CID5702
Evify,Seed,"$100,000","Jul 7, 2022",7500000,90000,CID5703
Mufin Green Finance,Post-IPO Debt,"₹5,300,000,000","Feb 15, 2023",5300000000,63600000,CID5704
Showroom B2B,Seed,"₹110,000,000","Jan 11, 2023",110000000,1320000,CID5705
Reliance Jio,Private Equity,"₹371,318,000,000","Jun 13, 2020",3.71318E+11,4455816000,CID5706
keen technologies,Venture - Series Unknown,"$20,000,000","Aug 20, 2022",1500000000,18000000,CID5707
D-Nome,Seed,"$1,500,000","Jan 21, 2023",112500000,1350000,CID5708
Star Health and Allied Insurance,Private Equity,"₹3,217,000,000","Nov 30, 2021",3217000000,38604000,CID5709
Yulu,Series B,"₹6,530,000,000","Sep 12, 2022",6530000000,78360000,CID5710
Stable Money,Seed,"$5,000,000","Feb 13, 2023",375000000,4500000,CID5711
Ergos,Series A,"₹810,000,000","Feb 8, 2021",810000000,9720000,CID5712
360 ONE Wealth,Private Equity,—,"Mar 31, 2022",0,0,CID5713
InMobi,Debt Financing,—,"Jan 1, 2014",0,0,CID5714
Voosh Software technologies,Pre-Seed,—,"Dec 22, 2020",0,0,CID5715
Unipe,Pre-Seed,"$2,000,000","Aug 20, 2022",150000000,1800000,CID5716
Vidcare Innovations,Non-equity Assistance,—,"Dec 27, 2021",0,0,CID5717
Raptee Energy,Grant,"₹32,700,000","Apr 6, 2023",32700000,392400,CID5718
Navana Tech,Non-equity Assistance,—,"Dec 27, 2021",0,0,CID5719
Wakaw.live,Non-equity Assistance,—,"Dec 27, 2021",0,0,CID5720
Farmonaut Technologies Private Limited,Non-equity Assistance,—,"Dec 27, 2021",0,0,CID5721
Janitri,Non-equity Assistance,—,"Dec 27, 2021",0,0,CID5722
Atom360,Non-equity Assistance,—,"Dec 27, 2021",0,0,CID5723
iBoson Innovations,Non-equity Assistance,—,"Dec 27, 2021",0,0,CID5724
MERAQUI,Non-equity Assistance,—,"Jan 1, 2022",0,0,CID5725
Vitra.ai,Non-equity Assistance,—,"Jan 1, 2022",0,0,CID5726
Swaasa,Non-equity Assistance,—,"Jan 1, 2022",0,0,CID5727
Skyware,Non-equity Assistance,—,"Jan 1, 2022",0,0,CID5728
Niroggyan,Non-equity Assistance,—,"Dec 27, 2021",0,0,CID5729
Cloud TV,Non-equity Assistance,—,"Jan 1, 2022",0,0,CID5730
BYJU'S,Debt Financing,"$250,000,000","May 13, 2023",18750000000,225000000,CID5731
Parcel,Seed,"$2,500,000","Sep 21, 2021",187500000,2250000,CID5732
Finsire,Seed,"$1,300,000","Mar 15, 2023",97500000,1170000,CID5733
ZOFF,Angel,"₹10,000,000","Feb 9, 2023",10000000,120000,CID5734
Recykal,Series A,"$7,360,000","Sep 1, 2022",552000000,6624000,CID5735
Shriram Transport Finance Company,Post-IPO Debt,"$420,000,000","Dec 1, 2008",31500000000,378000000,CID5736
Shriram Transport Finance Company,Post-IPO Debt,"$490,000,000","Sep 1, 2010",36750000000,441000000,CID5737
Sapphire Systems,Private Equity,—,"Jan 5, 2020",0,0,CID5738
Edumoon,Seed,"₹2,000,000","May 1, 2022",2000000,24000,CID5739
Cult.fit,Series F,"$145,000,000","Nov 9, 2021",10875000000,130500000,CID5740
AU Small Finance Bank,Debt Financing,"$20,000,000","Mar 1, 2013",1500000000,18000000,CID5741
Redwing,Seed,"$1,000,000","Feb 15, 2021",75000000,900000,CID5742
Artinci,Seed,"$12,079","Nov 14, 2022",905925,10871.1,CID5743
Dorje Teas,Seed,"₹3,000,000","Jan 6, 2023",3000000,36000,CID5744
Polkarare,Seed,"$2,000,000","Apr 29, 2021",150000000,1800000,CID5745
Himshakti,Pre-Seed,"₹830,000,000","Apr 1, 2023",830000000,9960000,CID5746
Blue Tokai Coffee Roasters,Series B,"$30,000,000","Jan 18, 2023",2250000000,27000000,CID5747
Eske,Seed,"₹25,000,000","Feb 11, 2022",25000000,300000,CID5748
Rapidor,Non-equity Assistance,—,"Oct 17, 2019",0,0,CID5749
Apiria Technology,Non-equity Assistance,—,"Oct 17, 2019",0,0,CID5750
Minko,Non-equity Assistance,—,"Oct 17, 2019",0,0,CID5751
Swipez,Non-equity Assistance,—,"Oct 17, 2019",0,0,CID5752
Wearberry,Non-equity Assistance,—,"Oct 17, 2019",0,0,CID5753
Farm Infinity,Non-equity Assistance,"$45,000","Dec 10, 2021",3375000,40500,CID5754
CloudNBFC,Non-equity Assistance,—,"Oct 17, 2019",0,0,CID5755
Xane.ai,Non-equity Assistance,—,"Feb 17, 2021",0,0,CID5756
DROR,Non-equity Assistance,—,"Feb 17, 2021",0,0,CID5757
Wellversed,Non-equity Assistance,—,"Feb 17, 2021",0,0,CID5758
Xtracap Fintech,Non-equity Assistance,—,"Feb 17, 2021",0,0,CID5759
Fingage,Non-equity Assistance,—,"Oct 17, 2019",0,0,CID5760
Hiper Automotive,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5761
ZedBlox,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5762
ENHANCE HEAD NECK REHABILITATION,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5763
Dubverse,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5764
RecordBook,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5765
Taskmonk,Non-equity Assistance,—,"Jul 20, 2020",0,0,CID5766
eShipz,Non-equity Assistance,—,"Dec 20, 2019",0,0,CID5767
SpiderG,Non-equity Assistance,—,"Dec 20, 2019",0,0,CID5768
Shoppre.com,Non-equity Assistance,—,"Dec 20, 2019",0,0,CID5769
Vicara,Non-equity Assistance,—,"Jul 20, 2020",0,0,CID5770
Legistify,Non-equity Assistance,—,"Jul 20, 2020",0,0,CID5771
Dozee,Non-equity Assistance,—,"Jul 20, 2020",0,0,CID5772
The Cultor,Non-equity Assistance,—,"Feb 17, 2021",0,0,CID5773
Eatabl,Non-equity Assistance,—,"Dec 20, 2019",0,0,CID5774
qZense Labs,Non-equity Assistance,—,"Dec 20, 2019",0,0,CID5775
Plutomen,Non-equity Assistance,—,"Jul 20, 2020",0,0,CID5776
Krishitantra,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5777
Vadootv,Non-equity Assistance,—,"Jul 20, 2020",0,0,CID5778
Embright Infotech,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5779
Aerchain,Non-equity Assistance,—,"Dec 20, 2019",0,0,CID5780
Aikenist,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5781
30M Genomics,Non-equity Assistance,—,"Jan 28, 2021",0,0,CID5782
Aikaan Lab Pvt Ltd,Non-equity Assistance,—,"Jul 20, 2020",0,0,CID5783
Vacus Tech,Non-equity Assistance,—,"Jul 13, 2022",0,0,CID5784
Saltech Design Labs,Grant,"$100,000","Feb 8, 2023",7500000,90000,CID5785
Kidbea,Seed,"$1,000,000","May 1, 2023",75000000,900000,CID5786
THIRUMALS PAPER ARIZONA PVT. LTD.,Seed,"$2,500,000","May 5, 2023",187500000,2250000,CID5787
Saarthi.ai,Seed,—,"Jul 1, 2022",0,0,CID5788
MOPP Foods,Seed,"₹7,500,000","Jan 20, 2023",7500000,90000,CID5789
Namdev Finvest,Series A,"₹350,000,000","Sep 25, 2021",350000000,4200000,CID5790
Gladful,Seed,"₹5,000,000","Feb 24, 2023",5000000,60000,CID5791
GreenJams,Non-equity Assistance,—,"Mar 8, 2023",0,0,CID5792
AU Small Finance Bank,Debt Financing,"$42,400,000","Mar 1, 2017",3180000000,38160000,CID5793
Deltafour,Pre-Seed,—,"Apr 1, 2023",0,0,CID5794
Black Eye Technologies,Series A,"$1,000,000","Sep 5, 2022",75000000,900000,CID5795
Black Eye Technologies,Seed,"₹300,000","Aug 17, 2021",300000,3600,CID5796
Cleardekho,Seed,"$2,000,000","Jan 9, 2020",150000000,1800000,CID5797
Avenue Supermarts (D-Mart ),Private Equity,"₹5,610,000,000","Mar 7, 2017",5610000000,67320000,CID5798
Sterlite Power,Private Equity,—,"Mar 1, 2021",0,0,CID5799
Enzen Global Solutions,Private Equity,—,"Jul 23, 2014",0,0,CID5800
mirrAR,Funding Round,"₹100,000,000","Jan 1, 2023",100000000,1200000,CID5801
Origo Commodities,Debt Financing,"$20,000,000","Oct 5, 2021",1500000000,18000000,CID5802
HexaHealth,Seed,"$7,000,000","Sep 1, 2022",525000000,6300000,CID5803
PropShare Capital,Series B,"$47,000,000","Jun 27, 2022",3525000000,42300000,CID5804
Neo Asset Management,Venture - Series Unknown,"₹4,000,000,000","May 5, 2022",4000000000,48000000,CID5805
Ujjivan Financial Services,Venture - Series Unknown,"₹300,000,000","Feb 6, 2016",300000000,3600000,CID5806
Walko,Venture - Series Unknown,"₹910,000,000","May 24, 2023",910000000,10920000,CID5807
UpGrad,Venture - Series Unknown,"$120,000,000","Apr 26, 2021",9000000000,108000000,CID5808
rehook.ai (YC W22),Pre-Seed,"$1,900,000","Apr 1, 2022",142500000,1710000,CID5809
Postcard Travel Stories,Angel,—,"Jan 1, 2022",0,0,CID5810
Ashv Finance,Series D,"$3,500,000","Jan 1, 2018",262500000,3150000,CID5811
Dobiee Foods,Seed,"₹7,200,000","Jan 21, 2023",7200000,86400,CID5812
LineupX,Seed,—,"Jan 1, 2022",0,0,CID5813
Intelisa,Seed,"$210,000","May 17, 2020",15750000,189000,CID5814
ESpotz,Seed,—,"Jan 1, 2023",0,0,CID5815
NOTO,Seed,"$2,000,000","Mar 17, 2023",150000000,1800000,CID5816
SoupX,Debt Financing,"₹2,500,000","Jan 5, 2023",2500000,30000,CID5817
Meolaa,Pre-Seed,"$165,000","Apr 18, 2023",12375000,148500,CID5818
Milesmate,Seed,—,"Jan 1, 2021",0,0,CID5819
Drishta,Seed,—,"Jan 1, 2021",0,0,CID5820
Qbit Supply Chain,Seed,—,"Jan 1, 2021",0,0,CID5821
SoupX,Seed,"₹5,000,000","Jan 5, 2023",5000000,60000,CID5822
HoneyVeda,Seed,"₹5,000,000","Feb 1, 2023",5000000,60000,CID5823
GROWiT,Debt Financing,"₹5,000,000","Feb 26, 2023",5000000,60000,CID5824
Indian Institute of Technology Madras,Grant,"$1,000,000","Dec 20, 2022",75000000,900000,CID5825
HoneyVeda,Debt Financing,"₹2,500,000","Feb 1, 2023",2500000,30000,CID5826
WAAYU,Seed,—,"May 10, 2023",0,0,CID5827
Wellbeing Nutrition,Grant,"$100,000","Aug 16, 2021",7500000,90000,CID5828
Slurrp Farm,Grant,"$100,000","Aug 16, 2021",7500000,90000,CID5829
Sirona Hygiene,Grant,"$100,000","Aug 16, 2021",7500000,90000,CID5830
Orange Health Labs,Seed,"$125,000","Aug 24, 2020",9375000,112500,CID5831
Algo Engines,Non-equity Assistance,—,"Jan 1, 2023",0,0,CID5832
LoveLocal (formerly m.Paani),Series B,"₹1,430,000,000","Oct 28, 2021",1430000000,17160000,CID5833
Akasa Labs,Non-equity Assistance,—,"Jan 1, 2023",0,0,CID5834
